title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date
江淮iEV 2015款 iEV4 豪华智能型  ,HC-28441827,?3.50 ,新车指导价16.80万(含税),2016-01,3.78万公里,沧州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
众泰云100 2016款 云100S 豪华型  ,HC-19823713,?3.60 ,新车指导价18.40万(含税),2016-11,0.08万公里,大同,22,27.0,140,155,众泰汽车,微型车,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-42411854,?5.50 ,新车指导价19.70万(含税),2018-02,0.21万公里,泰安,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-27263455,?5.80 ,新车指导价19.50万(含税),2016-12,0.85万公里,六安,23,50.0,215,170,江淮汽车,小型车,2018-11-28
众泰E200 2017款 豪华型    ,HC-41982982,?5.50 ,新车指导价19.50万(含税),2018-05,0.12万公里,丽水,24.52,60.0,180,160,众泰汽车,微型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座   ,HC-44315549,?4.75 ,新车指导价17.60万(含税),2017-10,0.23万公里,日照,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
众泰E200 2018款 飞鱼座  ,HC-38139279,?5.50 ,新车指导价19.70万(含税),2017-12,0.45万公里,商丘,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版    ,HC-39993951,?17.00 ,新车指导价32.20万(含税),2017-08,1.7万公里,北京,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
奇瑞eQ1 2017款 智炫版 2座  ,HC-42791659,?5.00 ,新车指导价18.00万(含税),2017-10,0.9万公里,蚌埠,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
宝马i3 2016款 升级款时尚型(进口)   ,HC-44745568,?27.50 ,新车指导价45.90万(含税),2017-11,0.04万公里,东营,33,125.0,250,271,宝马(进口),小型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E    ,HC-25049844,?5.30 ,新车指导价13.90万(含税),2017-05,0.6万公里,临汾,22,45.0,175,170,江淮汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-44826686,?80.00 ,新车指导价106.90万(含税),2017-09,1.05万公里,天津,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
知豆D2 2017款 D2S   ,HC-37229632,?4.00 ,新车指导价20.50万(含税),2017-12,0.05万公里,焦作,18,15.0,90,155,知豆电动车,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D  ,HC-47224260,?68.80 ,新车指导价89.10万(含税),2016-10,9.6万公里,重庆,75,386.0,525,490,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60   ,HC-40973524,?60.00 ,新车指导价76.90万(含税),2017-07,1.56万公里,上海,60,284.8,440,400,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60D   ,HC-38964954,?59.00 ,新车指导价82.20万(含税),2017-02,2.33万公里,北京,60,386.0,525,408,特斯拉,中大型车,2018-11-28
奇瑞QQ3EV 2012款 启航I型   ,HC-37936599,?3.00 ,新车指导价5.70万(含税),2018-06,0.3万公里,聊城,10,12.0,72,120,奇瑞新能源,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75   ,HC-48850140,?74.88 ,新车指导价83.80万(含税),2018-03,2.47万公里,深圳,75,284.8,440,480,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 75D   ,HC-30373689,?80.00 ,新车指导价104.70万(含税),2017-03,1.5万公里,徐州,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-28996101,?50.00 ,新车指导价92.50万(含税),2014-09,7.2万公里,烟台,85,310.0,600,502,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-35993898,?93.00 ,新车指导价106.90万(含税),2017-05,2.02万公里,哈尔滨,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2017款 Model X 100D    ,HC-37876332,?113.00 ,新车指导价124.20万(含税),2018-03,0.51万公里,重庆,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
长安奔奔 2017款 纯电动 180公里标准型  ,HC-25057790,?4.85 ,新车指导价16.80万(含税),2016-12,1.73万公里,北京,23.2,55.0,170,180,长安汽车,微型车,2018-11-28
奇瑞eQ 2015款 豪华型   ,HC-33610210,?3.60 ,新车指导价17.90万(含税),2015-11,1.4万公里,北京,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华型 ,HC-46281443,?4.50 ,新车指导价16.60万(含税),2016-07,2.47万公里,珠海,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
康迪K12 2016款 K12   ,HC-28489918,?3.60 ,新车指导价17.20万(含税),2016-12,0.39万公里,天津,20,35.0,165,152,康迪电动汽车集团,微型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-47648138,?95.00 ,新车指导价104.70万(含税),2018-03,0.47万公里,北京,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型    ,HC-41734122,?3.60 ,新车指导价19.50万(含税),2017-12,0.38万公里,商丘,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
北汽新能源EU系列 2016款 EU260 乐享版   ,HC-35528730,?9.60 ,新车指导价27.90万(含税),2016-04,6.36万公里,北京,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
知豆D2 2017款 D2S  ,HC-35856303,?4.00 ,新车指导价20.50万(含税),2017-06,1.35万公里,南昌,18,15.0,90,155,知豆电动车,微型车,2018-11-28
奇瑞eQ 2015款 豪华型  ,HC-24708613,?4.00 ,新车指导价17.90万(含税),2016-10,0.01万公里,东莞,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
北汽新能源 EX系列 2017款 EX260 乐酷版    ,HC-38282736,?9.50 ,新车指导价22.00万(含税),2017-07,0.88万公里,北京,38.6,53.0,-,250,北汽新能源,小型SUV,2018-11-28
北汽新能源EV系列 2013款 电动版  ,HC-21685294,?5.00 ,新车指导价27.10万(含税),2016-10,3.9万公里,湖州,-,45.0,144,140,北汽新能源,小型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-40610713,?4.30 ,新车指导价12.90万(含税),2017-06,0.38万公里,济宁,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
北汽新能源EV系列 2015款 EV200 轻快版  ,HC-33052618,?4.60 ,新车指导价22.70万(含税),2016-02,8.2万公里,北京,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-19136211,?4.50 ,新车指导价19.50万(含税),2016-05,5.15万公里,天津,23,50.0,215,170,江淮汽车,小型车,2018-11-28
众泰 2014款 云100 舒适型  ,HC-44064700,?3.18 ,新车指导价17.20万(含税),2015-05,0.87万公里,临沂,18,18.0,120,155,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华智能型   ,HC-31478785,?3.80 ,新车指导价16.80万(含税),2016-12,0.72万公里,北京,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
比亚迪秦 2016款 EV300 尊贵型  ,HC-15801984,?12.00 ,新车指导价29.30万(含税),2016-08,2.5万公里,深圳,47.50,160.0,310,300,比亚迪,紧凑型车,2018-11-28
北汽新能源EV系列 2013款 电动版  ,HC-27138863,?5.10 ,新车指导价27.10万(含税),2016-11,0.12万公里,青岛,-,45.0,144,140,北汽新能源,小型车,2018-11-28
昌河 北斗星X5E 2017款 EV168 进取版   ,HC-37723909,?5.20 ,新车指导价12.50万(含税),2017-12,0.01万公里,成都,22,55.0,180,160,北汽昌河,微型车,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-44148633,?4.28 ,新车指导价19.30万(含税),2016-07,6.86万公里,广州,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
奇瑞eQ 2017款 豪华型  ,HC-43195266,?3.80 ,新车指导价18.70万(含税),2016-10,2.81万公里,杭州,23.6,41.8,150,200,奇瑞新能源,微型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 精英型  ,HC-41867598,?11.50 ,新车指导价26.00万(含税),2016-11,2.28万公里,上海,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E    ,HC-34479261,?5.22 ,新车指导价13.90万(含税),2017-11,0.3万公里,泰州,22,45.0,175,170,江淮汽车,微型车,2018-11-28
比亚迪e5 2016款 300 豪华型 ,HC-41693627,?10.30 ,新车指导价26.00万(含税),2016-05,4.81万公里,石家庄,43,160.0,310,305,比亚迪,紧凑型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵秀版   ,HC-41688231,?5.50 ,新车指导价17.90万(含税),2018-03,0.25万公里,深圳,-,36.0,140,162,北汽新能源,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-37833753,?4.50 ,新车指导价16.50万(含税),2018-04,0.14万公里,杭州,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-42411854,?5.50 ,新车指导价19.70万(含税),2018-02,0.21万公里,泰安,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-27263455,?5.80 ,新车指导价19.50万(含税),2016-12,0.85万公里,六安,23,50.0,215,170,江淮汽车,小型车,2018-11-28
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-43855656,?6.00 ,新车指导价19.30万(含税),2017-04,3.43万公里,上海,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
北汽新能源EC系列 2017款 EC180 灵动版    ,HC-31897553,?4.45 ,新车指导价16.50万(含税),2017-03,0.79万公里,绍兴,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座   ,HC-43855227,?4.20 ,新车指导价17.60万(含税),2017-11,1.14万公里,武汉,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
云度π1 2017款 城际智派型   ,HC-35020501,?8.80 ,新车指导价18.30万(含税),2017-11,1.4万公里,漳州,38,85.0,250,250,云度新能源,小型SUV,2018-11-28
知豆D2 2017款 D2S   ,HC-39539305,?4.00 ,新车指导价20.50万(含税),2017-12,0.1万公里,郑州,18,15.0,90,155,知豆电动车,微型车,2018-11-28
奇瑞eQ1 2017款 智炫版 2座  ,HC-42791659,?5.00 ,新车指导价18.00万(含税),2017-10,0.9万公里,蚌埠,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E    ,HC-25049844,?5.30 ,新车指导价13.90万(含税),2017-05,0.6万公里,临汾,22,45.0,175,170,江淮汽车,微型车,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版   ,HC-49308812,?18.80 ,新车指导价32.20万(含税),2017-10,2.15万公里,天津,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网旗舰版    ,HC-47726754,?18.00 ,新车指导价30.60万(含税),2018-01,1.26万公里,上海,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
吉利帝豪EV 2016款 三厢 EV 精英型   ,HC-34678904,?9.90 ,新车指导价26.00万(含税),2016-07,5.4万公里,杭州,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
比亚迪e6 2016款 400 尊贵版 ,HC-44165326,?14.50 ,新车指导价40.10万(含税),2016-08,3.38万公里,北京,82,90.0,450,400,比亚迪,MPV,2018-11-28
奇瑞QQ3EV 2012款 启航型 ,HC-21499718,?1.50 ,新车指导价5.40万(含税),2012-06,2万公里,厦门,10,12.0,72,120,奇瑞新能源,微型车,2018-11-28
江淮iEV 2017款 iEV4 豪华智能型 ,HC-34083342,?4.00 ,新车指导价15.00万(含税),2016-12,1.12万公里,廊坊,23,42.0,165,170,江淮汽车,小型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D  ,HC-41728891,?110.00 ,,2016-09,1.79万公里,上海,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
江铃集团新能源 江铃E200 2016款 舒适型   ,HC-43961624,?5.08 ,新车指导价19.80万(含税),2017-09,0.71万公里,湛江,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
江铃集团新能源江铃E200 2016款 舒适型   ,HC-35494781,?3.30 ,新车指导价19.80万(含税),2016-11,0.65万公里,昆明,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 尊贵型  ,HC-42686616,?9.31 ,新车指导价27.10万(含税),2016-08,3.91万公里,北京,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60D ,HC-44441805,?59.00 ,新车指导价82.20万(含税),2016-10,6.34万公里,北京,60,386.0,525,408,特斯拉,中大型车,2018-11-28
北汽新能源EV系列 2013款 电动版  ,HC-21685294,?5.00 ,新车指导价27.10万(含税),2016-10,3.9万公里,湖州,-,45.0,144,140,北汽新能源,小型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版    ,HC-36943513,?3.70 ,新车指导价12.90万(含税),2017-10,0.04万公里,南阳,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E   ,HC-34223546,?5.10 ,新车指导价13.90万(含税),2017-08,0.07万公里,泰安,22,45.0,175,170,江淮汽车,微型车,2018-11-28
腾势 2014款 时尚版  ,HC-41248212,?19.00 ,新车指导价40.10万(含税),2016-07,1.75万公里,北京,47.5,86.0,290,253,腾势汽车,中型车,2018-11-28
特斯拉MODEL S 2017款 MODEL S 75D   ,HC-33766853,?68.00 ,新车指导价95.20万(含税),2017-05,3.35万公里,上海,75,386.0,525,469,特斯拉,中大型车,2018-11-28
知豆 2014款 标准型  ,HC-39130744,?1.90 ,新车指导价11.80万(含税),2015-09,2.81万公里,大连,-,9.0,82,120,知豆电动车,微型车,2018-11-28
特斯拉MODEL S 2015款 MODEL S 85D   ,HC-44697641,?75.00 ,新车指导价88.70万(含税),2017-08,0.93万公里,深圳,85,314.7,-,528,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2017款 Model S 75D   ,HC-41540429,?75.00 ,新车指导价95.20万(含税),2018-04,0.29万公里,上海,75,386.0,525,469,特斯拉,中大型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-41215260,?50.00 ,新车指导价92.50万(含税),2014-11,5.65万公里,上海,85,310.0,600,502,特斯拉,中大型车,2018-11-28
知豆D2 2017款 D2S   ,HC-42738362,?4.50 ,新车指导价20.50万(含税),2017-12,0.72万公里,郑州,18,15.0,90,155,知豆电动车,微型车,2018-11-28
荣威E50 2016款 标准型   ,HC-41284328,?6.53 ,新车指导价20.50万(含税),2016-08,2.34万公里,上海,22.4,52.0,155,170,上汽集团,微型车,2018-11-28
众泰 2016款 云100S 豪华型 ,HC-40939568,?3.10 ,新车指导价18.40万(含税),2016-07,6.39万公里,广州,22,27.0,140,155,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版    ,HC-41080460,?4.40 ,新车指导价12.90万(含税),2018-03,0.74万公里,阜阳,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
江铃集团新能源江铃E200 2016款 舒适型   ,HC-33235997,?3.30 ,新车指导价19.80万(含税),2017-05,0.29万公里,阜阳,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
北汽新能源 EV系列 2013款 电动版  ,HC-34257229,?4.50 ,新车指导价27.10万(含税),2016-11,0.08万公里,青岛,-,45.0,144,140,北汽新能源,小型车,2018-11-28
众泰 芝麻E30 2016款 E30标准型  ,HC-44441563,?3.20 ,新车指导价19.50万(含税),2016-11,1.23万公里,大庆,16,30.0,150,150,众泰汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-41829685,?4.75 ,新车指导价19.70万(含税),2016-10,0.57万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
长城C30新能源 2017款 EV 悦享型  ,HC-42530258,?6.00 ,新车指导价16.30万(含税),2017-12,1.07万公里,衡水,26.57,90.0,240,200,长城汽车,紧凑型车,2018-11-28
北汽新能源EC系列 2017款 EC180 灵动版   ,HC-35958590,?4.80 ,新车指导价16.50万(含税),2018-04,0.07万公里,长治,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
启辰 晨风 2014款 领航版6.6KW   ,HC-42002507,?6.93 ,新车指导价27.90万(含税),2016-01,6.57万公里,广州,24,80.0,254,175,东风启辰,紧凑型车,2018-11-28
云度π1 2017款 城际智派型   ,HC-35020501,?8.80 ,新车指导价18.30万(含税),2017-11,1.4万公里,漳州,38,85.0,250,250,云度新能源,小型SUV,2018-11-28
奇瑞eQ1 2017款 智享版 2座  ,HC-44335923,?5.20 ,新车指导价17.60万(含税),2017-12,0.81万公里,宿州,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
特斯拉MODEL S 2015款 MODEL S 70  ,HC-48808393,?55.00 ,新车指导价73.10万(含税),2015-11,4.56万公里,武汉,70,234.9,-,420,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-40954660,?121.00 ,,2017-03,1.32万公里,西安,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2016款 MODEL S 75D  ,HC-39271412,?59.00 ,新车指导价89.10万(含税),2016-10,2.99万公里,北京,75,386.0,525,490,特斯拉,中大型车,2018-11-28
特斯拉Model X 2016款 Model X 75D  ,HC-47995606,?91.80 ,新车指导价104.70万(含税),2017-02,3.59万公里,遵义,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2015款 MODEL S 85D  ,HC-24385676,?60.00 ,新车指导价88.70万(含税),2015-08,2.5万公里,郑州,85,314.7,-,528,特斯拉,中大型车,2018-11-28
云度π1 2017款 城市乐派型    ,HC-46491488,?7.99 ,新车指导价13.90万(含税),2017-12,0.14万公里,台州,24,55.0,170,150,云度新能源,小型SUV,2018-11-28
特斯拉Model X 2017款 Model X 100D    ,HC-45947165,?120.00 ,,2018-08,0.1万公里,上海,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
奇瑞QQ3EV 2012款 启航I型   ,HC-40684807,?3.00 ,新车指导价5.70万(含税),2018-06,0.99万公里,安阳,10,12.0,72,120,奇瑞新能源,微型车,2018-11-28
宝马i3 2015款 时尚型(进口) ,HC-40330236,?19.00 ,新车指导价45.20万(含税),2016-09,0.8万公里,苏州,19,125.0,250,185,宝马(进口),小型车,2018-11-28
特斯拉Model X 2016款 MODEL X 60D  ,HC-33707922,?73.00 ,新车指导价81.90万(含税),2016-12,2.95万公里,重庆,60,386.0,-,355,特斯拉,中大型SUV,2018-11-28
长安 逸动 2016款 纯电动豪华型 ,HC-36492311,?7.10 ,新车指导价26.40万(含税),2016-12,0.98万公里,深圳,30,90.0,280,200,长安汽车,紧凑型车,2018-11-28
特斯拉MODEL S 2014款 MODEL S P85  ,HC-41370210,?59.38 ,新车指导价92.50万(含税),2015-08,1.47万公里,佛山,85,310.0,600,502,特斯拉,中大型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E 时光版   ,HC-34845948,?4.70 ,新车指导价12.90万(含税),2017-07,1.38万公里,东营,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
众泰云100 2014款 云100 舒适型  ,HC-31582841,?3.00 ,新车指导价17.20万(含税),2015-03,1.9万公里,焦作,18,18.0,120,155,众泰汽车,微型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E  ,HC-29499126,?4.50 ,新车指导价13.90万(含税),2017-09,0.35万公里,廊坊,22,45.0,175,170,江淮汽车,微型车,2018-11-28
荣威E50 2015款 标准型  ,HC-38566743,?3.80 ,新车指导价25.50万(含税),2014-06,2.03万公里,上海,18,52.0,155,120,上汽集团,微型车,2018-11-28
众泰云100 2014款 云100 舒适型   ,HC-35540300,?3.00 ,新车指导价17.20万(含税),2015-09,1.2万公里,长沙,18,18.0,120,155,众泰汽车,微型车,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-41382605,?88.00 ,新车指导价104.70万(含税),2018-03,0.44万公里,广州,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
江淮iEV 2015款 iEV4 豪华型 ,HC-34559335,?3.10 ,新车指导价16.60万(含税),2015-04,6.4万公里,北京,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
江铃集团新能源江淮iEV6E 2017款 iEV6E   ,HC-34223546,?5.10 ,新车指导价13.90万(含税),2017-08,0.07万公里,泰安,22,45.0,175,170,江淮汽车,微型车,2018-11-28
特斯拉MODEL S 2017款 MODEL S 75D   ,HC-33766853,?68.00 ,新车指导价95.20万(含税),2017-05,3.35万公里,上海,75,386.0,525,469,特斯拉,中大型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版   ,HC-37708668,?5.50 ,新车指导价17.20万(含税),2017-11,0.93万公里,孝感,-,36.0,140,162,北汽新能源,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-36911782,?5.20 ,新车指导价13.90万(含税),2017-12,0.06万公里,日照,22,45.0,175,170,江淮汽车,微型车,2018-11-28
奇瑞eQ 2015款 豪华型  ,HC-43047201,?4.86 ,新车指导价17.90万(含税),2015-12,7.08万公里,大同,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
众泰 2016款 云100S 豪华型   ,HC-37302461,?3.60 ,新车指导价18.40万(含税),2016-08,0.73万公里,青岛,22,27.0,140,155,众泰汽车,微型车,2018-11-28
